,emb_cos_sim,eval_lang_encoded,script,family,script_lr,training_script_lr,arb_Arab,cmn_Hani,deu_Latn,guj_Gujr,heb_Hebr,hin_Deva,jpn_Jpan,kaz_Cyrl,mon_Cyrl,pan_Guru,tur_Latn,urd_Arab,step_Base,step_Step1,step_Step50+sbeam8
395,0.8947910666465759,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
403,0.8683221340179443,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
532,0.8858878016471863,10,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
388,0.8960202932357788,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
550,0.987844467163086,15,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
368,0.9572629928588868,5,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
125,0.9020161628723145,13,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
486,0.8892738819122314,7,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
223,0.882864236831665,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
342,0.8771301507949829,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
53,0.7852060198783875,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
219,0.8983471393585205,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
129,0.9366812705993652,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
525,0.9041571617126464,13,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
560,0.8800550699234009,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
424,0.8515836000442505,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
487,0.9067692756652832,18,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
375,0.9333889484405518,11,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
556,0.9058256149291992,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
380,0.91347336769104,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
294,0.8887603878974915,9,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
552,0.8766258358955383,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
438,0.8817254900932312,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0
393,0.9077728986740112,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
112,0.9815095067024232,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
179,0.8964453935623169,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
398,0.8896768093109131,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
437,0.9023882150650024,8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0
426,0.9374715089797974,7,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
373,0.8302698135375977,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
314,0.8628643751144409,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
151,0.8703505396842957,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
465,0.8964476585388184,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
233,0.8534828424453735,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
306,0.828836977481842,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
404,0.8554469347000122,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
164,0.8080177903175354,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
317,0.8678378462791443,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
136,0.8966662287712097,14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
197,0.8823477625846863,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
451,0.8584739565849304,17,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
258,0.8901700973510742,12,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0
232,0.8701531887054443,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
115,0.9313202500343324,11,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
120,0.9485607147216796,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
450,0.9882717728614808,15,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
376,0.92527174949646,14,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
384,0.8543691635131836,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
224,0.852043867111206,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
548,0.9366037845611572,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
433,0.8478501439094543,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
347,0.8639367818832397,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
127,0.9162660241127014,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
570,0.8297640085220337,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
285,0.9062509536743164,13,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
535,0.8956183791160583,11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
43,0.865539014339447,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
107,0.8498919010162354,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
478,0.8701091408729553,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
421,0.8464511632919312,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
133,0.8535017967224121,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
469,0.9040009379386902,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
44,0.8926064372062683,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
169,0.8966716527938843,16,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
65,0.9043518900871276,13,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
283,0.8759785890579224,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
85,0.8982954621315002,13,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
242,0.8367737531661987,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
186,0.8738921284675598,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
496,0.945859432220459,14,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
159,0.8801410794258118,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
12,0.8426529169082642,10,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
35,0.8898313045501709,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
28,0.9254744648933412,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
170,0.8770855665206909,15,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
142,0.964623212814331,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
236,0.9015427827835084,14,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
440,0.873703122138977,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
470,0.8890697360038757,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
221,0.8807754516601562,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
526,0.8794311881065369,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
95,0.9009177088737488,11,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
51,0.8537047505378723,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
240,0.9372549653053284,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
480,0.9121174216270448,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
351,0.8700727224349976,17,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
489,0.9224931001663208,16,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
178,0.8659886121749878,12,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
546,0.9168728590011596,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
41,0.8642258644104004,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
536,0.8837948441505432,14,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
500,0.893114447593689,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
206,0.8600282669067383,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
392,0.8730992674827576,10,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
282,0.879069447517395,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
358,0.8689402341842651,12,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0
397,0.8670601844787598,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
254,0.8826624751091003,9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
217,0.9176788926124572,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
4,0.8576359748840332,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
256,0.9742032885551452,14,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
545,0.8929579257965088,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
430,0.9903855919837952,15,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
100,0.929986298084259,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
226,0.9576013088226318,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
448,0.9824389815330504,5,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
529,0.8733810186386108,16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
213,0.8622866272926331,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
359,0.8368062973022461,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0
171,0.9737738370895386,17,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
98,0.8636174201965332,12,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
292,0.9562957286834716,10,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
215,0.9217569828033448,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
61,0.8958452939987183,19,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
406,0.9034240245819092,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
47,0.9824069738388062,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
32,0.9151252508163452,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
417,0.8639329671859741,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
267,0.8941165208816528,18,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
327,0.9611625075340272,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
200,0.9172730445861816,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
134,0.8789825439453125,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
27,0.9840680360794068,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
502,0.8773921728134155,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
230,0.8815245032310486,15,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
260,0.9085533618927002,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1.0
378,0.7395911812782288,12,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
288,0.9217132329940796,5,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
418,0.8662346601486206,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
162,0.9153715372085572,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
391,0.8960644006729126,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
527,0.8852865695953369,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
138,0.8901631832122803,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
62,0.973016619682312,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
471,0.8902708888053894,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
135,0.8657673001289368,11,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0
562,0.891813337802887,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
128,0.9892126321792604,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
563,0.8467540740966797,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
8,0.8705364465713501,5,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
326,0.9080328941345216,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
344,0.8479447960853577,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
64,0.851559042930603,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
300,0.944156050682068,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
14,0.9534509181976318,9,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
156,0.893692135810852,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
40,0.8859659433364868,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
492,0.9608709812164308,10,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
379,0.7536292672157288,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
187,0.8409620523452759,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
514,0.949586033821106,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
216,0.8920397758483887,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
409,0.9185711741447448,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
279,0.8571932315826416,4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
52,0.8994652032852173,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
533,0.8410884141921997,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
337,0.874324381351471,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
295,0.8816851377487183,11,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
251,0.8877171277999878,17,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
461,0.8758164048194885,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
455,0.902656078338623,11,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
577,0.8567569255828857,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
269,0.9389405846595764,16,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
201,0.8690192699432373,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
161,0.8534597754478455,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
401,0.9107693433761596,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
476,0.9050430059432985,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
105,0.9161439538002014,13,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
389,0.9091222286224364,16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
1,0.8716102838516235,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
540,0.864729642868042,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
80,0.8655688166618347,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
205,0.9199073314666748,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
34,0.8518036603927612,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0
508,0.8747305870056152,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
427,0.919367253780365,18,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
454,0.8658900260925293,9,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
366,0.9114505052566528,7,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
91,0.8553341031074524,17,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
339,0.8520618081092834,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
345,0.9090609550476074,13,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
241,0.8395929336547852,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
13,0.9474896788597108,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
315,0.8454223871231079,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
387,0.9735403656959534,18,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
273,0.7751176953315735,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
166,0.9742687940597534,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
574,0.9443691968917848,9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
484,0.8606590628623962,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
565,0.8907791972160339,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
504,0.848824143409729,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
243,0.8879982829093933,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
189,0.8705187439918518,16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
475,0.8978493213653564,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
510,0.8497041463851929,15,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
58,0.8428994417190552,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
474,0.8619392514228821,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
252,0.951676905155182,10,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
21,0.8208776712417603,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
313,0.795185923576355,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
459,0.8412282466888428,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
160,0.9430407285690308,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
276,0.9259122014045716,14,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
191,0.8330063223838806,17,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
385,0.9000571966171265,13,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
413,0.8251966238021851,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
491,0.8912935853004456,17,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,0.0
343,0.8394041657447815,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
308,0.8905513286590576,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
130,0.9288897514343262,15,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
99,0.8474990129470825,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
372,0.8790918588638306,10,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
87,0.9102652072906494,18,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
458,0.872348427772522,12,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
330,0.9094750881195068,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
214,0.8884449005126953,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
466,0.9426928758621216,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
121,0.9228360652923584,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
20,0.9313411712646484,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
71,0.8684291243553162,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
106,0.8482033014297485,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
270,0.9312787055969238,15,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
435,0.9113109707832336,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0
102,0.8919177055358887,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
